description,filename,id,species,source,species_code,cleaned_filename,contigs_greater_0_bp,contigs_greater_1000_bp,contigs_greater_5000_bp,contigs_greater_10000_bp,contigs_greater_25000_bp,contigs_greater_50000_bp,total_length_greater_0_bp,total_length_greater_1000_bp,total_length_greater_5000_bp,total_length_greater_10000_bp,total_length_greater_25000_bp,total_length_greater_50000_bp,total_contigs,largest_contig,total_length,N50,N75,L50,L75,number_Ns_per_100_kbp
"Pseudomonas aeruginosa strain WH-SGI-V-07280 WH_SGI_V_07280_1, whole genome shotgun sequence",GCF_001454625.1_WH-SGI-V-07790_genomic.fna,NZ_LLUG01000001.1,aeruginosa,REFSEQ,1,1_LLUG01000001,52,37,29,28,25,21,6321864,6316421,6303482,6297999,6232609,6060648,38,935198,6317146,384796,270626,6,10,1.04
"Pseudomonas aeruginosa strain HUM-288 PA3_E7_NODE_10_length_187478_cov_37.954_ID_19, whole genome shotgun sequence",GCF_003629765.1_ASM362976v1_genomic.fna,NZ_RAEG01000081.1,aeruginosa,REFSEQ,1,1_RAEG01000081,86,86,68,62,49,36,6418939,6418939,6376905,6341714,6130427,5672459,86,494391,6418939,169752,96385,13,25,0.0
"Pseudomonas putida strain N1R genome assembly, chromosome: I",GCF_900156185.1_IMG-taxon_2681812805_annotated_assembly_genomic.fna,NZ_LT707061.1,putida,REFSEQ,22,22_LT707061,1,1,1,1,1,1,5729155,5729155,5729155,5729155,5729155,5729155,1,5729155,5729155,5729155,5729155,1,1,1.75
"Pseudomonas aeruginosa isolate 15.211 Gb, whole genome shotgun sequence",GCF_001375135.1_267_15_211Gb_contigs_500_genomic.fna,NZ_CTEW01000001.1,aeruginosa,REFSEQ,1,1_CTEW01000001,82,72,49,43,39,33,6486293,6478614,6427054,6389540,6324311,6063872,82,477949,6486293,210151,136431,10,19,0.0
"Pseudomonas aeruginosa strain AR_0090 scaffold00001, whole genome shotgun sequence",GCF_001874955.1_ASM187495v1_genomic.fna,NZ_MPBT01000001.1,aeruginosa,REFSEQ,1,1_MPBT01000001,219,202,158,122,59,28,6773465,6760831,6621485,6367152,5338320,4295949,219,634263,6773465,93808,28153,16,50,0.0
"Pseudomonas aeruginosa strain SCH_ABX13 NODE_10_length_229153_cov_14.201_ID_738, whole genome shotgun sequence",GCF_001990525.1_ASM199052v1_genomic.fna,NZ_MULE01000010.1,aeruginosa,REFSEQ,1,1_MULE01000010,60,47,40,39,37,34,6818586,6811286,6795807,6790490,6754488,6623013,56,778035,6817203,231106,158813,9,18,3.7
"Pseudomonas aeruginosa strain AZPAE14717 AZPAE14717_contig_1, whole genome shotgun sequence",GCF_000796605.1_AZPAE14717_genomic.fna,NZ_JTWP01000001.1,aeruginosa,REFSEQ,1,1_JTWP01000001,153,132,82,66,55,43,7039359,7024544,6913522,6795101,6620927,6176912,153,368386,7039359,141849,91088,15,31,11.58
"Pseudomonas aeruginosa strain AZPAE14862 AZPAE14862_contig_1, whole genome shotgun sequence",GCF_000790105.1_AZPAE14862_genomic.fna,NZ_JTUA01000001.1,aeruginosa,REFSEQ,1,1_JTUA01000001,167,140,107,90,71,46,7067572,7046809,6975620,6858484,6529349,5662389,167,382667,7067572,116123,59874,19,40,81.13
"Pseudomonas putida strain FDAARGOS_516 unitig_0_quiver_pilon, whole genome shotgun sequence",GCF_003938945.1_ASM393894v1_genomic.fna,NZ_RKIW01000001.1,putida,REFSEQ,22,22_RKIW01000001,1,1,1,1,1,1,5754630,5754630,5754630,5754630,5754630,5754630,1,5754630,5754630,5754630,5754630,1,1,0.0
"Pseudomonas aeruginosa strain PAC38A IPC172_1.1, whole genome shotgun sequence",GCF_004373125.1_ASM437312v1_genomic.fna,NZ_RWRI01000001.1,aeruginosa,REFSEQ,1,1_RWRI01000001,28,26,22,21,19,15,6280595,6278878,6271493,6266144,6226264,6064024,28,1185031,6280595,528465,426927,4,7,2.01
"Pseudomonas aeruginosa strain P34_London_28_VIM_2_02_12, whole genome shotgun sequence",GCF_001181085.1_P34_London_28_VIM_2_02_12_genomic.fna,NZ_CVVF01000001.1,aeruginosa,REFSEQ,1,1_CVVF01000001,187,137,106,94,77,49,7078204,7058740,6987356,6904981,6632293,5510627,152,443533,7069866,104102,60093,24,46,0.0
"Pseudomonas sp. 286 isolate p9.H7, whole genome shotgun sequence",GCF_900602995.1_p9.H7_genomic.fna,NZ_UWJC01000052.1,sp.,REFSEQ,4,4_UWJC01000052,56,12,12,10,10,10,6087713,6074160,6074160,6059222,6059222,6059222,12,1388065,6074160,1264960,890399,3,4,0.0
"Pseudomonas aeruginosa isolate 102, whole genome shotgun sequence",GCF_900144445.1_102_genomic.fna,NZ_FRHU01000186.1,aeruginosa,REFSEQ,1,1_FRHU01000186,188,153,107,93,79,46,6997209,6975733,6866330,6773782,6533968,5306465,177,318938,6992171,101937,55755,23,45,0.0
"Pseudomonas sp. 286 isolate p12.B6, whole genome shotgun sequence",GCF_900581225.1_p12.B6_genomic.fna,NZ_UTDI01000060.1,sp.,REFSEQ,4,4_UTDI01000060,60,27,24,24,23,22,5949281,5938871,5931976,5931976,5912400,5865831,29,960791,5939922,393614,187178,5,11,0.02
"Pseudomonas aeruginosa strain PAC5B IPC113_1.1, whole genome shotgun sequence",GCF_004374585.1_ASM437458v1_genomic.fna,NZ_RWTM01000001.1,aeruginosa,REFSEQ,1,1_RWTM01000001,22,19,16,14,13,11,6503267,6501202,6495263,6484043,6463737,6381146,22,1114355,6503267,910823,481264,4,6,1.14
"Pseudomonas sp. AOB-7 AOB_7_1, whole genome shotgun sequence",GCF_003696305.1_ASM369630v1_genomic.fna,NZ_RFFK01000001.1,sp.,REFSEQ,4,4_RFFK01000001,59,43,30,26,23,19,4878733,4869130,4839096,4814337,4768558,4630099,54,904179,4876896,373327,187132,5,9,0.33
"Pseudomonas aeruginosa isolate 60, whole genome shotgun sequence",GCF_900143895.1_60_genomic.fna,NZ_FRFP01000094.1,aeruginosa,REFSEQ,1,1_FRFP01000094,96,85,65,61,55,42,6427552,6420373,6371473,6347012,6243666,5775734,94,491399,6426648,156775,82447,14,28,0.0
"Pseudomonas sp. 286 isolate p24.F1, whole genome shotgun sequence",GCF_900586825.1_p24.F1_genomic.fna,NZ_UTYX01000033.1,sp.,REFSEQ,4,4_UTYX01000033,34,22,19,19,19,19,5943364,5939350,5933256,5933256,5933256,5933256,25,1378224,5941183,616684,222846,4,8,0.02
"Pseudomonas aeruginosa strain AZPAE14919 AZPAE14919_contig_1, whole genome shotgun sequence",GCF_000789815.1_AZPAE14919_genomic.fna,NZ_JTRW01000001.1,aeruginosa,REFSEQ,1,1_JTRW01000001,154,113,48,41,38,29,6284486,6254600,6126680,6079091,6027869,5684663,154,860137,6284486,246078,103144,8,17,189.91
"Pseudomonas cichorii strain 473 Contig_1, whole genome shotgun sequence",GCF_003415775.1_ASM341577v1_genomic.fna,NZ_QPDS01000001.1,cichorii,REFSEQ,58,58_QPDS01000001,43,43,33,30,28,27,5844590,5844590,5820930,5797864,5752757,5721853,43,560165,5844590,282287,156281,8,14,7.12
"Pseudomonas aeruginosa strain 710_PAER 104_758_19187, whole genome shotgun sequence",GCF_001067065.1_ASM106706v1_genomic.fna,NZ_JUWD01000027.1,aeruginosa,REFSEQ,1,1_JUWD01000027,295,194,134,113,80,48,6579372,6532433,6391277,6252522,5669486,4532087,231,298560,6560495,75454,38729,28,57,0.0
"Pseudomonas sp. 286 isolate p3.B10, whole genome shotgun sequence",GCF_900589955.1_p3.B10_genomic.fna,NZ_UULA01000044.1,sp.,REFSEQ,4,4_UULA01000044,44,36,30,29,28,23,6130244,6127519,6117914,6112383,6090975,5908848,39,658386,6129269,376983,192124,7,12,0.02
"Pseudomonas aeruginosa strain WH-SGI-V-07638 WH-SGI-V-07638_contig1, whole genome shotgun sequence",GCF_001453435.1_WH-SGI-V-07638_genomic.fna,NZ_LLRJ01000001.1,aeruginosa,REFSEQ,1,1_LLRJ01000001,78,52,41,35,34,28,6496554,6484560,6457960,6417800,6401056,6176184,60,757596,6490711,253675,169395,8,16,0.09
"Pseudomonas aeruginosa strain AR_0356 chromosome, complete genome",GCF_002968755.1_ASM296875v1_genomic.fna,NZ_CP027169.1,aeruginosa,REFSEQ,1,1_CP027169,4,4,4,4,4,4,7247865,7247865,7247865,7247865,7247865,7247865,4,6586916,7247865,6586916,6586916,1,1,0.0
"Pseudomonas sp. R3-18-08 chromosome, complete genome",GCF_003852065.1_ASM385206v1_genomic.fna,NZ_CP027729.1,sp.,REFSEQ,4,4_CP027729,1,1,1,1,1,1,5810083,5810083,5810083,5810083,5810083,5810083,1,5810083,5810083,5810083,5810083,1,1,0.0
"Pseudomonas aeruginosa strain Pae_CF67.09g CF67.09g_contig_1, whole genome shotgun sequence",GCF_001035395.1_ASM103539v1_genomic.fna,NZ_LEHL01000001.1,aeruginosa,REFSEQ,1,1_LEHL01000001,156,87,65,56,49,38,6402855,6375556,6328352,6273041,6147425,5733518,102,554833,6386858,182303,92065,11,25,17.36
"Pseudomonas sp. GW460-5 NODE_100_length_16679_cov_32.7653, whole genome shotgun sequence",GCF_002884155.1_GW460-5_genomic.fna,NZ_POGQ01000100.1,sp.,REFSEQ,4,4_POGQ01000100,235,170,136,127,81,50,6641442,6618184,6545483,6473259,5737614,4612836,178,236975,6623501,75829,42293,30,58,0.0
"Pseudomonas fluorescens R124 chromosome, whole genome shotgun sequence",GCF_000292795.1_PF-R124.01_genomic.fna,NZ_CM001561.1,fluorescens,REFSEQ,9,9_CM001561,2,2,2,2,2,1,6300486,6300486,6300486,6300486,6300486,6256692,2,6256692,6300486,6256692,6256692,1,1,555.54
"Pseudomonas sp. NFPP12, whole genome shotgun sequence",GCF_900103205.1_IMG-taxon_2599185163_annotated_assembly_genomic.fna,NZ_FMWW01000022.1,sp.,REFSEQ,4,4_FMWW01000022,22,22,16,15,12,10,6995158,6995158,6980854,6975737,6926755,6847697,22,1727945,6995158,949127,803304,3,5,20.44
"Pseudomonas aeruginosa BWHPSA047 adkfX-supercont1.1, whole genome shotgun sequence",GCF_000520255.1_Pseu_aeru_BWHPSA047_V1_genomic.fna,NZ_KI914463.1,aeruginosa,REFSEQ,1,1_KI914463,3,3,2,2,2,2,6387758,6387758,6386416,6386416,6386416,6386416,3,4883548,6387758,4883548,4883548,1,1,453.24
"Pseudomonas aeruginosa strain 5024379144-15 IPC1480_1.1, whole genome shotgun sequence",GCF_004370715.1_ASM437071v1_genomic.fna,NZ_RWNH01000001.1,aeruginosa,REFSEQ,1,1_RWNH01000001,78,77,62,58,49,38,6919408,6918662,6885124,6861942,6721446,6330674,78,533921,6919408,199371,124960,13,24,1.32
"Pseudomonas syringae CC94 contig566.1, whole genome shotgun sequence",GCF_000452925.1_CC94_092313_2.0_genomic.fna,NZ_AVEA02000566.1,syringae,REFSEQ,0,0_AVEA02000566,566,449,312,207,66,19,6149858,6088716,5715064,4936037,2816807,1199870,507,127910,6131729,23107,11324,77,176,0.0
"Pseudomonas aeruginosa strain HUM-9 repl1 NODE_100_length_1166_cov_37.2025_ID_199, whole genome shotgun sequence",GCF_003630615.1_ASM363061v1_genomic.fna,NZ_RACQ01000075.1,aeruginosa,REFSEQ,1,1_RACQ01000075,135,102,82,76,62,44,6379948,6364169,6324335,6286040,6029449,5382675,113,418088,6373060,110502,66998,16,34,0.03
"Pseudomonas aeruginosa strain AUS471 IPC282_1.1, whole genome shotgun sequence",GCF_003839545.1_ASM383954v1_genomic.fna,NZ_NSYP01000001.1,aeruginosa,REFSEQ,1,1_NSYP01000001,36,36,34,31,28,23,6283919,6283919,6278104,6258921,6207868,5991610,36,665311,6283919,334957,239602,7,13,12.49
"Pseudomonas fluvialis strain ASS-1 contig1, whole genome shotgun sequence",GCF_002234375.1_ASM223437v1_genomic.fna,NZ_NMQV01000001.1,fluvialis,REFSEQ,180,180_NMQV01000001,69,48,38,34,25,22,3291143,3276292,3258424,3227942,3062479,2955596,69,275424,3291143,155410,87883,8,16,0.0
"Pseudomonas aeruginosa isolate 332, whole genome shotgun sequence",GCF_900146595.1_332_genomic.fna,NZ_FRQH01000071.1,aeruginosa,REFSEQ,1,1_FRQH01000071,73,55,47,45,40,29,6563815,6552939,6537112,6524463,6448179,6008189,65,593054,6560223,260774,114411,8,17,0.0
"Pseudomonas aeruginosa strain SMC1587 IPC1616_1.1, whole genome shotgun sequence",GCF_003974345.1_ASM397434v1_genomic.fna,NZ_RWZP01000001.1,aeruginosa,REFSEQ,1,1_RWZP01000001,58,53,43,37,35,30,6754954,6750968,6725702,6680482,6642623,6450214,58,558128,6754954,227745,173966,8,17,1.78
"Pseudomonas aeruginosa strain MRSN8136 MRSN8136_contig00001, whole genome shotgun sequence",GCF_003968125.1_ASM396812v1_genomic.fna,NZ_RXTF01000001.1,aeruginosa,REFSEQ,1,1_RXTF01000001,96,71,52,43,39,30,6907900,6894850,6848122,6792235,6729359,6350786,84,692268,6904054,239914,156791,8,17,0.0
"Pseudomonas sp. 286 isolate p5.D12, whole genome shotgun sequence",GCF_900599265.1_p5.D12_genomic.fna,NZ_UVUP01000039.1,sp.,REFSEQ,4,4_UVUP01000039,41,29,25,25,24,22,5942407,5938779,5929669,5929669,5906642,5829551,32,978419,5940426,399426,176699,5,11,0.02
"Pseudomonas aeruginosa strain WH-SGI-V-07293 WH-SGI-V-07293_contig1, whole genome shotgun sequence",GCF_001454165.1_WH-SGI-V-07293_genomic.fna,NZ_LLUP01000001.1,aeruginosa,REFSEQ,1,1_LLUP01000001,120,69,46,40,34,27,6583317,6566923,6501640,6462968,6354481,6069778,73,560254,6569755,255868,165468,9,16,0.0
"Pseudomonas savastanoi pv. phaseolicola strain 510 Contig_1, whole genome shotgun sequence",GCF_003413195.1_ASM341319v1_genomic.fna,NZ_QPAQ01000001.1,savastanoi,REFSEQ,8,8_QPAQ01000001,176,176,134,111,82,45,5972576,5972576,5870186,5709406,5260985,4004816,176,243864,5972576,66444,38811,28,56,25.72
"Pseudomonas aeruginosa DHS29 Contig0001, whole genome shotgun sequence",GCF_000503175.1_Assembly_DHS29_of_Sep_2013_genomic.fna,NZ_AYON01000001.1,aeruginosa,REFSEQ,1,1_AYON01000001,267,206,150,131,97,60,7108323,7079123,6941354,6807820,6201255,4943321,232,214942,7097142,66667,41145,37,69,0.8
"Pseudomonas abietaniphila strain KF701, whole genome shotgun sequence",GCF_000974525.1_ASM97452v1_genomic.fna,NZ_BBQJ01000140.1,abietaniphila,REFSEQ,70,70_BBQJ01000140,140,135,120,107,78,43,6886250,6882454,6847900,6754622,6207445,4972287,140,392029,6886250,90844,45098,22,48,0.0
"Pseudomonas putida strain CBB5 contig_1, whole genome shotgun sequence",GCF_001006135.1_ASM100613v1_genomic.fna,NZ_JTEN01000001.1,putida,REFSEQ,22,22_JTEN01000001,146,80,58,54,46,34,6817062,6783018,6737829,6708996,6575354,6109816,110,714070,6803213,213667,90846,9,20,9.08
"Pseudomonas sp. 286 isolate p6.G8, whole genome shotgun sequence",GCF_900600485.1_p6.G8_genomic.fna,NZ_UVZK01000082.1,sp.,REFSEQ,4,4_UVZK01000082,82,27,22,22,21,19,6075844,6057217,6047265,6047265,6034398,5965174,30,778206,6059056,389175,267045,6,11,0.0
"Pseudomonas aeruginosa strain 14.1 IPC1596_1.1, whole genome shotgun sequence",GCF_004370045.1_ASM437004v1_genomic.fna,NZ_RWLH01000001.1,aeruginosa,REFSEQ,1,1_RWLH01000001,35,31,26,24,23,19,6453600,6450719,6433492,6419871,6402769,6239458,35,988686,6453600,491877,246978,5,10,2.08
"Pseudomonas sp. 286 isolate p25.F1, whole genome shotgun sequence",GCF_900587725.1_p25.F1_genomic.fna,NZ_UUCL01000021.1,sp.,REFSEQ,4,4_UUCL01000021,48,42,42,41,37,32,5892173,5890802,5890802,5885375,5801735,5634242,42,941233,5890802,213312,117201,9,19,0.02
"Pseudomonas aeruginosa PAO1-CipR contig00001, whole genome shotgun sequence",GCF_000414255.1_Resistant_454AllContigs_genomic.fna,NZ_ASJG01000001.1,aeruginosa,REFSEQ,1,1_ASJG01000001,1677,1170,332,112,15,1,5798124,5492672,3489947,1951062,541238,72570,1498,72570,5728418,6838,3251,225,533,0.61
"Pseudomonas aeruginosa strain R3870 GCID_CRPK_0013_NODE_1.ctg_1, whole genome shotgun sequence",GCF_003954465.1_ASM395446v1_genomic.fna,NZ_RWWO01000149.1,aeruginosa,REFSEQ,1,1_RWWO01000149,226,189,116,98,72,45,7033918,7007998,6840266,6719627,6296920,5271898,226,455433,7033918,93182,49153,21,46,0.0
"Pseudomonas extremaustralis strain DSM 17835 101_621_5.46964, whole genome shotgun sequence",GCF_007858235.1_ASM785823v1_genomic.fna,NZ_VFET01000098.1,extremaustralis,REFSEQ,34,34_VFET01000098,106,90,59,53,46,36,6601321,6590529,6525825,6488961,6374268,5984518,106,476265,6601321,187815,98533,11,23,0.0
"Pseudomonas sp. GW460-13 NODE_1000_length_257_cov_0.805556, whole genome shotgun sequence",GCF_002883155.1_GW460-13_genomic.fna,NZ_POEP01001000.1,sp.,REFSEQ,4,4_POEP01001000,1297,110,92,85,64,50,7401956,7052779,7016444,6967653,6631900,6062939,133,248740,7066447,114622,82180,21,38,0.0
"Pseudomonas sp. 286 isolate p22.F5, whole genome shotgun sequence",GCF_900585545.1_p22.F5_genomic.fna,NZ_UTUA01000038.1,sp.,REFSEQ,4,4_UTUA01000038,38,29,24,24,24,21,5984073,5980859,5967887,5967887,5967887,5856377,31,692815,5982328,357926,231532,7,12,0.02
"Pseudomonas coronafaciens pv. garcae strain 450 Contig_1, whole genome shotgun sequence",GCF_003416455.1_ASM341645v1_genomic.fna,NZ_QPCZ01000001.1,coronafaciens,REFSEQ,63,63_QPCZ01000001,60,60,41,32,27,21,5676804,5676804,5641500,5579790,5500973,5281141,60,1314302,5676804,466556,128456,4,10,24.84
"Pseudomonas aeruginosa strain DUN-004 IPC1001_1.1, whole genome shotgun sequence",GCF_003835165.1_ASM383516v1_genomic.fna,NZ_NSRE01000001.1,aeruginosa,REFSEQ,1,1_NSRE01000001,56,52,44,41,33,24,6647278,6644082,6620031,6603192,6462761,6130628,56,616576,6647278,289789,223458,8,15,1.84
"Pseudomonas aeruginosa strain 54 scaffold_0, whole genome shotgun sequence",GCF_004351525.1_ASM435152v1_genomic.fna,NZ_SCZJ01000001.1,aeruginosa,REFSEQ,1,1_SCZJ01000001,975,880,426,201,36,8,6755179,6684544,5468880,3895186,1402884,465180,975,67495,6755179,12229,5866,154,352,23.23
"Pseudomonas syringae pv. actinidiae strain C18 BV328_1, whole genome shotgun sequence",GCF_002175065.1_ASM217506v1_genomic.fna,NZ_MTHR01000001.1,syringae,REFSEQ,0,0_MTHR01000001,325,283,172,139,77,37,6249413,6219089,5950682,5715181,4670900,3210851,325,168536,6249413,50834,24247,36,78,0.0
"Pseudomonas aeruginosa P49 contig00001, whole genome shotgun sequence",GCF_002025515.1_PaerP49_vs2.0_genomic.fna,NZ_AMVQ01000001.1,aeruginosa,REFSEQ,1,1_AMVQ01000001,145,132,110,97,72,48,6232858,6223599,6178182,6088592,5627864,4737283,145,310648,6232858,85677,51742,23,47,0.02
"Pseudomonas aeruginosa strain MRSN12368 MRSN12368A_contig00001, whole genome shotgun sequence",GCF_003970005.1_ASM397000v1_genomic.fna,NZ_RXWI01000001.1,aeruginosa,REFSEQ,1,1_RXWI01000001,194,133,107,100,82,47,6340159,6314808,6254807,6206484,5883675,4563824,148,246739,6325938,82370,47185,25,51,0.0
"Pseudomonas aeruginosa strain AZPAE14453 AZPAE14453_contig_1, whole genome shotgun sequence",GCF_000796345.1_AZPAE14453_genomic.fna,NZ_JTYF01000001.1,aeruginosa,REFSEQ,1,1_JTYF01000001,88,79,57,48,45,32,7052856,7046517,6998720,6942770,6884750,6421145,88,662238,7052856,223315,130434,10,20,7.71
"Pseudomonas aeruginosa strain PAC9A IPC123_1.1, whole genome shotgun sequence",GCF_004373985.1_ASM437398v1_genomic.fna,NZ_RWTC01000001.1,aeruginosa,REFSEQ,1,1_RWTC01000001,33,30,26,22,20,16,6431042,6429039,6417684,6393383,6360622,6199502,33,1009494,6431042,412566,335761,5,9,0.98
"Pseudomonas aeruginosa strain VET-45 NODE_100_length_635_cov_76.3011_ID_199, whole genome shotgun sequence",GCF_003629675.1_ASM362967v1_genomic.fna,NZ_RAEL01000254.1,aeruginosa,REFSEQ,1,1_RAEL01000254,441,92,60,56,48,36,6549170,6446906,6376588,6348981,6204476,5746494,110,425795,6458683,186541,109601,12,24,0.0
"Pseudomonas aeruginosa strain PABL059 NODE_100_length_18320_cov_58.7792, whole genome shotgun sequence",GCF_003411095.1_ASM341109v1_genomic.fna,NZ_QVCK01000100.1,aeruginosa,REFSEQ,1,1_QVCK01000100,238,189,141,121,87,48,6761617,6739297,6609941,6476509,5907618,4583522,203,276024,6750325,71253,36256,29,60,0.0
"Pseudomonas sp. 286 isolate p1.F4, whole genome shotgun sequence",GCF_900583215.1_p1.F4_genomic.fna,NZ_UTLE01000055.1,sp.,REFSEQ,4,4_UTLE01000055,55,47,38,37,34,30,5967809,5965419,5939734,5934158,5890329,5737423,48,592449,5965941,234686,143814,8,16,0.05
"Pseudomonas aeruginosa isolate 78, whole genome shotgun sequence",GCF_900144205.1_78_genomic.fna,NZ_FRHB01000189.1,aeruginosa,REFSEQ,1,1_FRHB01000189,189,166,119,98,77,47,6466261,6451293,6343781,6205074,5839776,4739194,181,303429,6462549,81671,47300,24,50,0.0
"Pseudomonas sp. 28 E 9, whole genome shotgun sequence",GCF_900004785.1_PSEFL294_LIB5402_genomic.fna,NZ_CVTK01000057.1,sp.,REFSEQ,4,4_CVTK01000057,58,51,43,41,38,28,6247474,6244465,6220363,6208081,6160700,5800254,54,538568,6246451,304830,133217,8,16,59.92
"Pseudomonas aeruginosa strain SCVJan, complete genome",GCF_001900225.1_ASM190022v1_genomic.fna,NZ_CP013478.1,aeruginosa,REFSEQ,1,1_CP013478,1,1,1,1,1,1,6213029,6213029,6213029,6213029,6213029,6213029,1,6213029,6213029,6213029,6213029,1,1,0.0
"Pseudomonas aeruginosa strain MED23 O70F9_S170_R1__paired__contig_1, whole genome shotgun sequence",GCF_005863955.1_ASM586395v1_genomic.fna,NZ_VAVT01000001.1,aeruginosa,REFSEQ,1,1_VAVT01000001,220,134,106,92,74,44,7256118,7221993,7141100,7046841,6729577,5573869,150,514571,7234284,121591,55501,19,42,52.53
"Pseudomonas sp. GW456-R21 NODE_100_length_263_cov_0.784946, whole genome shotgun sequence",GCF_002901545.1_ASM290154v1_genomic.fna,NZ_PPSE01000100.1,sp.,REFSEQ,4,4_PPSE01000100,114,84,74,68,56,40,6247475,6238144,6214104,6163716,5961108,5372290,86,416464,6239543,141515,71649,14,29,0.0
"Pseudomonas aeruginosa isolate 204, whole genome shotgun sequence",GCF_900145465.1_204_genomic.fna,NZ_FRLW01000118.1,aeruginosa,REFSEQ,1,1_FRLW01000118,118,97,75,67,57,38,6891088,6877204,6827230,6773025,6580510,5901141,115,491773,6889728,203579,66112,12,26,0.0
"Pseudomonas aeruginosa BWH060 adTvY-supercont1.1, whole genome shotgun sequence",GCF_000629385.1_Pseu_aeru_BWH060_V1_genomic.fna,NZ_KK213167.1,aeruginosa,REFSEQ,1,1_KK213167,6,6,6,6,6,6,6785455,6785455,6785455,6785455,6785455,6785455,6,2185013,6785455,2002216,1299659,2,3,330.77
"Pseudomonas versuta strain A4R1.12, whole genome shotgun sequence",GCF_001901345.1_ASM190134v1_genomic.fna,NZ_MPJD01000001.1,versuta,REFSEQ,181,181_MPJD01000001,101,64,50,46,36,25,5101242,5083951,5052559,5025032,4857966,4458528,75,715530,5091984,169128,119685,9,18,0.0
"Pseudomonas coronafaciens pv. zizaniae strain ICMP 8941 PziICMP8941_Contig_1, whole genome shotgun sequence",GCF_003699755.1_ASM369975v1_genomic.fna,NZ_RBOZ01000032.1,coronafaciens,REFSEQ,63,63_RBOZ01000032,156,52,42,37,30,25,5661713,5620865,5600220,5559911,5454336,5301838,77,634784,5637065,279466,175756,7,14,2.57
"Pseudomonas sp. FH4 scf_29086_1.1_contig_1, whole genome shotgun sequence",GCF_000510915.2_v1_genomic.fna,NZ_AOHN01000001.1,sp.,REFSEQ,4,4_AOHN01000001,63,52,38,36,29,26,6024085,6016291,5991735,5980803,5852546,5750513,63,413212,6024085,324427,185161,9,14,0.0
"Pseudomonas aeruginosa strain P2733 IPC1108_1.1, whole genome shotgun sequence",GCF_003976035.1_ASM397603v1_genomic.fna,NZ_RXCN01000001.1,aeruginosa,REFSEQ,1,1_RXCN01000001,20,19,17,17,16,15,6250924,6249938,6245704,6245704,6229589,6184696,20,1331236,6250924,765594,292989,4,7,1.34
"Pseudomonas aeruginosa strain OY3 IPC1427_1.1, whole genome shotgun sequence",GCF_003974495.1_ASM397449v1_genomic.fna,NZ_RXAA01000001.1,aeruginosa,REFSEQ,1,1_RXAA01000001,42,41,35,30,27,24,6360335,6359560,6344338,6304325,6255272,6147726,42,921529,6360335,282058,212471,6,12,2.83
"Pseudomonas aeruginosa strain PABL063 NODE_100_length_18400_cov_49.9386, whole genome shotgun sequence",GCF_003411565.1_ASM341156v1_genomic.fna,NZ_QVCG01000100.1,aeruginosa,REFSEQ,1,1_QVCG01000100,491,260,157,128,87,46,6880375,6784293,6577430,6379501,5711789,4237741,324,250497,6830780,59145,34974,32,68,0.0
"Pseudomonas sp. B33(2017) B33_1, whole genome shotgun sequence",GCF_002113655.1_ASM211365v1_genomic.fna,NZ_NEJB01000001.1,sp.,REFSEQ,4,4_NEJB01000001,35,30,25,25,25,24,6164102,6160529,6151436,6151436,6151436,6115338,35,652641,6164102,375379,224430,6,12,0.0
"Pseudomonas sp. 286 isolate p6.G3, whole genome shotgun sequence",GCF_900600375.1_p6.G3_genomic.fna,NZ_UVYX01000177.1,sp.,REFSEQ,4,4_UVYX01000177,177,27,22,21,18,17,6069302,6016745,6005104,5999798,5929237,5885805,33,1043264,6020890,515305,294958,5,9,0.0
